Player,Skill Tier,time_played,games_won,win_percentage,weapon_accuracy_best_in_game,eliminations_per_life,kill_streak_best,eliminations_avg_per_10_min,deaths_avg_per_10_min,final_blows_avg_per_10_min,solo_kills_avg_per_10_min,objective_kills_avg_per_10_min,objective_time_avg_per_10_min,hero_damage_done_avg_per_10_min,healing_done_avg_per_10_min,scoped_accuracy_best_in_game,self_healing,self_healing_most_in_game,enemies_slept,nano_boost_assists,unscoped_accuracy_best_in_game,enemies_slept_most_in_game,nano_boost_assists_most_in_game,biotic_grenade_kills
Ayu#21971,Diamond,17553,16,58,50,1.79,13,10.39,5.81,2.6,0.17,3.76,62,3537,8687,100,7777,791,204,98,67,12,7,154
Understand#11214,Diamond,3054,3,47,35,2.11,8,11.2,5.31,2.75,0.2,5.11,79,3681,8237,72,1274,324,31,17,78,9,8,29
akisu#11533,Diamond,3741,4,63,35,2.63,11,13.47,5.13,2.73,0,5.13,54,4752,8255,77,1660,464,49,19,64,11,6,30
Gyrofish#1418,Diamond,390,0,0,19,1,3,4.62,4.62,1.54,0,1.54,82,3757,6235,58,128,128,1,1,52,1,1,1
manu00#21326,Diamond,45853,43,63,50,1.64,9,10.14,6.2,2.76,0.3,3.48,56,3551,9119,83,18464,619,433,190,77,14,7,390
Cye#11403,Diamond,230,0,100,41,1.5,3,7.84,5.23,5.23,0,5.23,132,5177,5364,72,90,90,1,0,50,1,0,2
Kamakiri#21992,Diamond,62232,51,56,49,1.67,11,9.75,5.83,2.47,0.2,3.35,55,3460,8721,87,35166,898,571,302,82,13,11,422
harryshark#1552,Diamond,2872,2,50,39,1.59,5,9.61,6.06,2.51,0.21,4.6,37,4175,9066,71,1162,518,38,9,66,16,6,22
J5HY#2585,Diamond,3291,3,68,39,2.1,8,11.85,5.65,1.64,0.18,3.65,72,4185,6631,80,1288,306,28,8,71,8,3,31
Aramguri#1971,Diamond,506,0,20,42,0.56,1,5.92,10.66,1.18,0,1.18,20,4290,7080,64,414,414,4,2,59,3,2,3
EARGOD#1987,Diamond,1118,0,0,33,2.67,5,12.88,4.83,3.76,0,4.83,101,6283,4231,54,189,189,10,2,44,10,2,13
SteelOfDmcls#2817,Diamond,188,0,0,29,1,2,9.57,9.57,0,0,3.19,32,4359,4799,58,72,72,2,1,48,2,1,2
Figzes#1925,Diamond,1947,2,60,36,3.27,11,15.1,4.62,6.16,0.62,4.62,32,5170,8709,72,884,402,24,12,65,15,4,21
Ashirak#11960,Diamond,1754,0,13,100,2.29,6,10.95,4.79,2.74,0.34,3.76,42,4250,6966,71,812,324,16,12,72,6,3,13
BlackBottler#1350,Diamond,6559,4,49,100,1.48,6,9.61,6.49,3.48,0.55,2.56,64,3436,8493,72,3138,874,51,32,71,9,8,52
uju#21607,Diamond,1606,1,43,31,2.08,6,10.08,4.86,2.61,0,3.36,33,4286,10295,74,1083,347,20,9,57,11,4,13
YautjaKaiju#1409,Diamond,3362,2,34,42,1.85,6,11.24,6.07,1.43,0,3.75,57,3685,8220,82,2681,712,32,24,71,6,7,29
Axtros#1509,Diamond,1252,1,33,36,1.25,4,7.19,5.75,2.88,0,1.92,61,3499,7760,74,464,230,9,7,63,5,4,7
ARRGHUS#1925,Diamond,4869,4,64,42,1.91,12,10.35,5.42,2.96,0.49,4.68,80,3621,7504,70,1761,292,43,18,67,12,5,48
Sunshine#23476,Diamond,81312,65,51,62,1.87,13,10.82,5.79,3.08,0.28,3.22,43,4202,7034,100,39151,918,1052,346,100,21,11,575
Hel#21720,Diamond,98147,67,48,47,1.57,12,9.48,6.02,2.4,0.15,3.22,58,3244,8929,100,33034,662,778,521,93,12,10,684
DaD#21115,Diamond,6094,5,61,35,1.79,16,11.13,6.2,2.17,0,5.02,78,3685,8789,77,2502,548,49,35,77,12,11,48
CosWeLL#2960,Diamond,126153,93,50,54,1.57,12,11.16,7.1,3.05,0.35,4.27,74,3685,7313,100,57353,891,1217,598,76,16,10,1142
zenny#11398,Diamond,6083,6,64,22,2.04,10,10.06,4.93,1.97,0.1,4.64,78,2836,8497,67,2298,645,63,28,58,13,7,34
Wulfi#21829,Diamond,11026,9,48,36,1.8,9,9.09,5.06,2.61,0.33,3.16,55,2432,8978,90,5069,691,102,49,66,11,6,77
Clemens#21972,Diamond,60783,53,58,58,1.64,11,11.21,6.82,2.88,0.31,3.43,42,4930,6594,100,25625,909,575,293,120,14,12,521
AnnieMae#11244,Diamond,52596,45,60,75,2.38,11,11.03,4.64,3.0,0.31,4.79,90,4503,8534,100,23861,607,444,289,81,10,8,460
pink#12585,Diamond,484,1,100,21,2,2,7.44,3.72,0,0,2.48,196,3387,7862,67,0,0,4,2,48,4,2,5
kleptokitty#11782,Diamond,4522,3,53,71,1.76,7,10.48,5.97,2.39,0.13,3.72,48,3767,8210,76,2265,604,47,19,63,8,4,29
Eazy#22536,Diamond,10212,9,56,50,2.17,11,11.1,5.11,2.0,0.06,4.58,62,4489,8902,81,4033,598,101,53,85,15,8,80
Kitren#1356,Diamond,8109,9,69,32,1.84,9,9.4,5.11,2.52,0.07,3.77,87,3285,7757,73,3908,649,70,37,68,9,6,61
feuerstern07#2934,Diamond,6224,6,61,37,2.82,12,13.59,4.82,4.63,0.48,3.95,50,5032,6054,67,2017,625,56,20,70,9,6,66
Talos#22431,Diamond,3989,4,56,27,1.82,9,10.98,6.02,3.31,0,4.66,78,3003,9281,78,2124,662,33,21,69,7,8,33
Molffy#11361,Diamond,34835,33,64,100,2.25,10,11.02,4.91,2.95,0.21,3.98,48,3968,9091,100,12795,708,270,222,143,10,12,320
Kiystone#1239,Diamond,3722,4,52,38,1.74,9,11.77,6.77,2.1,0,5.32,70,3218,9102,81,1536,396,37,22,68,9,5,36
POPSTARMike#1176,Diamond,1476,1,50,38,1.64,5,7.32,4.47,2.85,0.81,3.25,37,4056,7774,64,726,420,16,6,69,12,6,9
OneEgg#21229,Diamond,2867,3,53,32,1.41,6,10.88,7.74,2.3,0.42,3.14,68,3920,5572,69,824,271,29,12,55,7,4,28
TsamouelI#2551,Diamond,20146,27,90,43,2.18,12,12.54,5.75,2.92,0.24,5.15,83,4035,7284,83,9062,716,208,102,71,13,11,201
exy#21834,Diamond,3345,3,53,38,2.38,11,12.38,5.2,4.13,0.54,4.66,61,4328,7001,68,1723,529,44,15,64,12,7,32
seemaw#2240,Diamond,61465,52,57,44,1.95,16,12.58,6.46,3.43,0.22,4.68,61,3778,8267,100,32274,773,685,325,100,17,11,575
Johnnoac#2786,Diamond,6628,5,46,41,1.73,7,10.32,5.97,2.44,0.18,3.53,65,4290,6675,68,3970,486,54,32,64,10,7,53
mureya#2344,Diamond,4615,2,30,41,1.4,7,8.58,6.11,2.34,0,3.12,72,4023,7686,66,1631,488,44,22,80,10,7,25
PubloTheBear#1414,Diamond,2792,1,17,100,1.44,6,9.88,6.88,2.36,0,4.94,87,2690,7941,74,773,232,23,9,100,5,3,19
BleedGrn310#1416,Diamond,1371,0,23,40,1.77,11,10.07,5.69,3.06,0,4.82,116,3249,7295,68,1001,494,10,3,64,5,1,11
Gloveface#11605,Diamond,83858,69,57,51,1.82,10,9.63,5.29,2.23,0.14,3.63,54,3227,8612,100,33422,738,697,424,83,12,9,567
Flaene#21221,Diamond,66025,55,57,47,2.05,12,9.81,4.79,2.23,0.18,3.18,45,3576,8310,80,36493,951,624,355,100,18,9,462
Keeril#1391,Diamond,60467,51,59,60,1.65,11,10.19,6.18,2.19,0.08,3.76,54,3749,8361,83,26504,598,557,339,102,15,12,436
lillucyj#2446,Diamond,4931,3,39,29,1.6,6,8.4,5.23,1.58,0.12,2.43,35,3321,7960,85,1350,324,41,21,59,14,9,35
MonkeyLord#11436,Diamond,42385,40,62,52,2.68,14,11.08,4.13,2.99,0.3,3.78,50,3739,8207,76,16299,808,455,240,90,19,8,366
Tismy#1427,Diamond,425,1,100,27,5,9,14.13,2.83,5.65,0,5.65,16,4012,8133,56,360,196,3,2,50,2,2,5
Lich#1107,Diamond,2917,1,12,38,1.28,12,11.31,8.84,3.5,0.21,3.09,16,4824,6502,69,1657,340,22,16,65,6,5,28
Ainna#3232,Diamond,3289,5,71,53,3.94,15,12.95,3.28,2.01,0,3.83,63,4234,10035,76,1235,267,19,13,76,7,3,26
Shake427#1326,Diamond,55589,46,57,60,1.79,15,9.36,5.22,1.98,0.14,3.62,56,3236,8784,100,20041,689,460,266,89,13,9,379
medusa#12465,Diamond,4077,4,60,28,1.51,6,10.89,7.21,1.91,0,3.83,49,2855,10343,73,3053,729,32,23,67,9,5,41
Skidmarkz#11811,Diamond,13995,15,58,54,2.93,11,14.45,4.93,3.6,0.34,5.7,50,5770,8109,81,7014,677,147,62,86,11,6,146
oldblood#21881,Diamond,6789,4,46,40,1.66,11,9.99,6.01,3.62,0.18,4.24,60,4088,8462,88,4127,1045,62,30,76,13,6,50
Turbostar#21713,Master,11489,8,45,42,1.84,10,10.18,5.54,2.56,0.16,3.13,56,4263,6674,100,3151,462,102,41,100,12,5,80
ƁǞŊȀŊǞŊǞ#1338,Master,4573,5,67,50,2.74,9,12.6,4.59,2.76,0.26,3.67,40,5196,8646,80,2843,654,42,30,73,10,9,34
PhantomRS3#1824,Master,7067,8,65,36,1.72,9,10.95,6.37,2.63,0.17,3.91,56,4016,8051,78,2650,759,69,33,74,12,6,65
Ooper#21874,Master,76272,71,63,44,1.44,13,9.08,6.29,1.83,0.06,4.43,78,2967,9153,100,41067,928,614,377,83,11,9,522
PizzaPapst#2307,Master,4938,2,40,33,1.83,6,10.21,5.59,2.67,0.49,3.52,22,3371,8409,67,2062,875,31,22,68,9,7,46
Hamilton#11381,Master,2120,2,67,30,1.37,6,7.36,5.38,2.26,0,1.98,93,2393,7257,71,650,392,14,19,55,8,7,10
Gjini#21587,Master,16076,12,44,43,1.97,12,10.53,5.34,2.39,0.04,2.16,43,3947,8130,83,6708,453,169,86,83,13,8,136
rav3nous15#1199,Master,92997,74,56,36,1.47,10,8.54,5.81,1.99,0.13,3.16,56,3167,8998,100,35117,722,775,462,94,16,11,533
qruruq#21742,Master,68283,55,56,50,2.16,14,9.74,4.51,2.34,0.11,3.35,50,3673,8841,100,25128,730,728,324,83,18,10,492
beam#11199,Master,70002,60,59,50,2.2,12,9.78,4.45,2.49,0.27,2.45,48,3665,9876,83,25516,656,607,359,90,14,13,468
Nodox#11723,Master,6468,6,68,29,1.98,9,10.3,5.2,1.58,0.28,2.69,52,3638,8322,70,3893,709,61,36,65,12,10,53
